16 May 2022 - 10:07:38.393 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /downloadApp
16 May 2022 - 10:07:38.411 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /defaultPage
16 May 2022 - 10:07:38.424 [main] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.bind.MissingServletRequestParameterException: Required request parameter 'fullname' for method parameter type String is not present]
16 May 2022 - 10:07:38.447 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /log
16 May 2022 - 10:07:38.470 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /ProfileMatched
16 May 2022 - 10:07:38.477 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /CustomizeUsersProfile
16 May 2022 - 10:07:38.485 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /signUP
16 May 2022 - 10:07:38.494 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /Premium
16 May 2022 - 10:07:38.524 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /Api
16 May 2022 - 10:07:38.530 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /TestImages
16 May 2022 - 10:09:48.754 [main] INFO  d.d.c.DefaultControllerTest - Starting DefaultControllerTest using Java 11.0.11 on DESKTOP-7I4BO0A with PID 5296 (started by USER in C:\Users\USER\Documents\Spring\dating)
16 May 2022 - 10:09:48.756 [main] INFO  d.d.c.DefaultControllerTest - No active profile set, falling back to default profiles: default
16 May 2022 - 10:09:49.626 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Ant [pattern='/icons/*'] with []
16 May 2022 - 10:09:49.627 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Ant [pattern='/**/*.css'] with []
16 May 2022 - 10:09:49.628 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Ant [pattern='/static/**'] with []
16 May 2022 - 10:09:50.028 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@c4cceb, org.springframework.security.web.context.SecurityContextPersistenceFilter@6afeaf2d, org.springframework.security.web.header.HeaderWriterFilter@6463da36, org.springframework.security.web.authentication.logout.LogoutFilter@48b2dbc4, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@15f519f7, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@37a3ec27, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@14292d71, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@29f3185c, org.springframework.security.web.session.SessionManagementFilter@29892a77, org.springframework.security.web.access.ExceptionTranslationFilter@23469199, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5f6a8efe]
16 May 2022 - 10:09:50.310 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page: class path resource [static/index.html]
16 May 2022 - 10:09:50.482 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
16 May 2022 - 10:09:50.482 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
16 May 2022 - 10:09:50.483 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
16 May 2022 - 10:09:50.509 [main] INFO  d.d.c.DefaultControllerTest - Started DefaultControllerTest in 2.056 seconds (JVM running for 3.891)
16 May 2022 - 10:09:50.542 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /findSoulmates
16 May 2022 - 10:09:50.608 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /downloadApp
16 May 2022 - 10:09:50.630 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /defaultPage
16 May 2022 - 10:09:50.643 [main] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.bind.MissingServletRequestParameterException: Required request parameter 'fullname' for method parameter type String is not present]
16 May 2022 - 10:09:50.669 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /log
16 May 2022 - 10:09:50.690 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /ProfileMatched
16 May 2022 - 10:09:50.698 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /CustomizeUsersProfile
16 May 2022 - 10:09:50.707 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /signUP
16 May 2022 - 10:09:50.717 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /Premium
16 May 2022 - 10:09:50.745 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /Api
16 May 2022 - 10:09:50.751 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /Premium
16 May 2022 - 10:09:50.759 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /TestImages
16 May 2022 - 10:18:11.585 [main] INFO  d.d.c.DefaultControllerTest - Starting DefaultControllerTest using Java 11.0.11 on DESKTOP-7I4BO0A with PID 1580 (started by USER in C:\Users\USER\Documents\Spring\dating)
16 May 2022 - 10:18:11.587 [main] INFO  d.d.c.DefaultControllerTest - No active profile set, falling back to default profiles: default
16 May 2022 - 10:18:12.462 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Ant [pattern='/icons/*'] with []
16 May 2022 - 10:18:12.463 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Ant [pattern='/**/*.css'] with []
16 May 2022 - 10:18:12.463 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Ant [pattern='/static/**'] with []
16 May 2022 - 10:18:12.851 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6210666c, org.springframework.security.web.context.SecurityContextPersistenceFilter@5611bba, org.springframework.security.web.header.HeaderWriterFilter@72715e61, org.springframework.security.web.authentication.logout.LogoutFilter@48e74764, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@70cf7d1e, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@59d5c537, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2bc0b8c8, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1dca62c2, org.springframework.security.web.session.SessionManagementFilter@8af1c49, org.springframework.security.web.access.ExceptionTranslationFilter@6501b105, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3c9e19de]
16 May 2022 - 10:18:13.126 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page: class path resource [static/index.html]
16 May 2022 - 10:18:13.298 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
16 May 2022 - 10:18:13.298 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
16 May 2022 - 10:18:13.299 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
16 May 2022 - 10:18:13.325 [main] INFO  d.d.c.DefaultControllerTest - Started DefaultControllerTest in 2.04 seconds (JVM running for 3.7)
